동요,가을,가을이라 가을바람,C,"가을이라 가을 바람 솔솔 불어오니
푸른 잎은 붉은 치마 갈아입고서
남쪽 나라 찾아가는 제비 불러 모아
봄이 오면 다시 오라 부탁하누나

가을이라 가을 바람 다시 불어오니
밭에 익은 곡식들은 금빛 같구나
추운 겨울 지낼 적에 우리 먹이려고
대자연이 내려주신 생명의 양식"
동요,개구리,개굴개굴개구리 노래를 한다 아들 손자 며느리 다 모여서,C ,"개굴개굴 개구리 노래를 한다
아들 손자 며느리 다 모여서
밤새도록 하여도 듣는 이 없네
듣는 사람 없어도 날이 밝도록
개굴개굴 개구리 노래를 한다
개굴개굴 개구리 목청도 좋다"
동요,겨울나무,나무야 나무야 겨울나무야 눈 쌓인 응달에 외로이이 서서,G Am G C G,"나무야 나무야 겨울 나무야
눈 쌓인 응달에 외로이 서서
아무도 찾지 않는 추운 겨울을
바람 따라 휘파람만 불고 있느냐

평생을 살아봐도 늘 한 자리
넓은 세상 얘기도 바람께 듣고
꽃 피던 봄 여름 생각하면서
나무는 휘파람만 불고 있구나"
동요,겨울바람,손이시려워 꽁 발이 시려워 꽁,C,"손이 시려워 꽁 발이 시려워 꽁
겨울바람 때문에 꽁꽁꽁
손이 꽁꽁꽁 발이 꽁꽁꽁
겨울바람 때문에 꽁꽁꽁
어디서 이 바람은 시작됐는지
산 넘어인지 바다 건넌지
너무너무 얄미워
손이 시려워 꽁 발이 시려워 꽁
겨울바람 때문에 꽁꽁꽁"
동요,고드름,고드름 고드름 수정 고드름,F,"고드름 고드름 수정 고드름
고드름 따다가 발을 엮어서
각시방 영창에 달아 놓아요

각시님 각시님 안녕하셔요
낮에는 해님이 문안 오시고
밤에는 달님이 놀러 오시네

고드름 고드름 녹지 말아요
각시님 방안에 바람 들면
손 시려 발 시려 감기 드실라"
동요,고향,고향 고향 내고향 박꽃 피는 내고향,C,"고향 고향 내 고향 박꽃 피는 내 고향
담 밑에 석류 익는 아름다운 내 고향

고향 고향 내 고향 바다 푸른 내 고향
석양에 노을 따라 물새 우는 내 고향"
동요,고향 생각,해는 져어서 어두운데 찾아오는 사람없어,G,"해는 져서 어두운데 찾아오는 사람 없어
밝은 달만 쳐다보니 외롭기 한이 없다
내 동무 어디 두고 이 홀로 앉아서
이 일 저 일을 생각하니 눈물만 흐른다

고향 하늘 쳐다보니 별떨기만 반짝거려
마음 없는 별을 보고 말 전해 무엇하랴
저 달도 서쪽 산을 다 넘어 가건만
단잠 못 이뤄 애를 쓰니 이 밤을 어이해"
동요,고향땅,고향땅이 여기서 얼마나되나 푸른 하늘 끝 닿은 저기가 거긴가,G,"고향땅이 여기서 얼마나 되나
푸른 하늘 끝 닿은 저기가 거긴가
아카시아 흰 꽃이 바람에 날리니
고향에도 지금쯤 뻐꾹새 울겠네

고개 넘어 또 고개 아득한 고향
저녁마다 노을 지는 저기가 거긴가
날 저무는 논길로 휘파람 불면서
아이들도 지금쯤 소 몰고 오겠네"
동요,고향의 봄,나의 살던 고향은 꽃피는 산골,G,"나의 살던 고향은 꽃 피는 산골
복숭아꽃 살구꽃 아기 진달래
울긋불긋 꽃 대궐 차린 동네
그 속에서 놀던 때가 그립습니다

꽃 동네 새 동네 나의 옛 고향
파란 들 남쪽에서 바람이 불면
냇가에 수양버들 춤추는 동네
그 속에서 놀던 때가 그립습니다"
동요,과꽃,올해도 과꽃이 피었습니다,G,"올해도 과꽃이 피었습니다
꽃밭 가득 예쁘게 피었습니다
누나는 과꽃을 좋아했지요
꽃이 피면 꽃밭에서 아주 살았죠

과꽃 예쁜 꽃을 들여다보면
꽃 속에 누나 얼굴 떠오릅니다
시집간 지 온 삼 년 소식이 없는
누나가 가을이면 더 생각나요"
동요,과수원길,동구밖 과수원길 아카시아 꽃이 활짝 폈네,G,"동구 밖 과수원 길 아카시아 꽃이 활짝 폈네
하얀 꽃 이파리 눈송이처럼 날리네
향긋한 꽃 냄새가 실바람 타고 솔솔
둘이서 말이 없네 얼굴 마주 보며 생긋
아카시아 꽃 하얗게 핀 먼 옛날의 과수원 길"
