가요,바닷가의 추억,바닷가에 모래알처럼 수 많은 사람중에 만난 그 사람,C G Am F,"바닷가에 모래알처럼 수많은 사람중에 만난 그사람
파도 위에 물거품처럼 왔다가 사라져간 못잊을 그대여

저 하늘 끝까지 저 바다 끝까지
단둘이 가자던 파란 꿈은 사라지고
바람이 불면 행여나 그 님인가
살며시 돌아서면 쓸쓸한 파도소리

저 하늘 끝까지 저 바다 끝까지
단둘이 가자던 파란 꿈은 사라지고
바람이 불면 행여나 그 님인가
살며시 돌아서면 쓸쓸한 파도소리
쓸쓸한 파도소리"
가요,바람과 구름,부는 바람아 너는 나의 힘,G D C Em,"부는 바람아 너는 나의 힘 모든 슬픔을 거둬 가다오
광활한 대지에 끝없는 바다에 오오 바람이 분다
가는 구름아 너는 나의 꿈 높은 저곳에 데려 가다오
푸른 창공으로 영원한 곳으로 오오 구름이 간다

나도 따라서 갈래 머나먼 저곳으로
나의 꿈을 따라서 멀리 머나먼 곳에
부는 바람아 너는 나의 힘 가는 구름아 너는 나의 꿈
푸른 희망 속에 끝없이 달리는 오오 바람과 구름

나도 따라서 갈래 머나먼 저곳으로
나의 꿈을 따라서 멀리 머나먼 곳에
부는 바람아 너는 나의 힘 가는 구름아 너는 나의 꿈
푸른 희망 속에 우리 함께 달린다
오오 바람과 구름 오오 바람과 구름 오오 바람과 구름"
가요,바람아 멈추어다오,해가뜨면 찾아올까 바람불면 떠날 사람인데,Am Dm G E,"해가 뜨면 찾아올까 바람 불면 떠날 사람인데
행여 한 번 돌아보면 그대 역시 외면하고 있네
바람아 멈추어다오

세월 가면 잊혀질까 그렇지만 다시 생각날걸
붙잡아도 소용없어 그대는 왜 멀어져 가나
바람아 멈추어다오

난 몰라 (하하) 바람아 (아아) 멈추어다오
바람아 멈추어다오

이젠 모두 지난 일이야 그리우면 난 어떡하나
부질없는 내 마음에 바보같이 눈물만 흐르네
바람아 멈추어다오

난 몰라 (하하) 바람아 (아아) 멈추어다오
바람아 멈추어다오

이젠 모두 지난 일이야 그리우면 난 어떡하나
부질없는 내 마음에 바보같이 눈물만 흐르네
바람아 멈추어다오
바람아 멈추어다오"
가요,밤배,검은빛 바다위를 밤배 저 밤배 무섭지도 않은가봐,Am Dm G E,"검은 빛 바다 위를 밤배 저 밤배
무섭지도 않은가봐 한 없이 흘러가네
밤하늘 잔별들이 아롱져 비칠 때면
작은 노를 저어저어 은하수 건너가네

끝없이 끝없이 자꾸만 가면
어디서 어디서 잠들텐가
아~ 볼 사람 찾는 이 없는 조그만 밤배야

끝없이 끝없이 자꾸만 가면
어디서 어디서 잠들텐가
아~ 볼 사람 찾는 이 없는 조그만 밤배야"
가요,밤비야,내리는 밤비는 고운 임마음,C G Am F,"내리는 밤비는 고운 임 마음
메마른 내 마음 적시어 주네
낙숫물 떨어지는 내 님 목소리
외로운 창가에서 나를 부르네

비야 비야 고운 비야 밤새 내려라
그리는 내 마음도 끝이 없도록
내려라 밤비야 밤새 내려라

바람은 불어서 밤비 따르고
빗줄기 창문을 두드리는데
외로이 등불 켜고 기다리던 님
이 밤도 오지 않네 밤은 깊은데

비야 비야 고운 비야 밤새 내려라
그리는 내 마음도 끝이 없도록
내려라 밤비야 밤새 내려라"
가요,비둘기집,비둘기처럼 다정한 사람들이라면,C G F G7,"비둘기처럼 다정한 사람들이라면
장미꽃 넝쿨 우거진 그런 집을 지어요
메아리 소리 해맑은 오솔길을 따라
산새들 노래 즐거운 옹달샘터에
비둘기처럼 다정한 사람들이라면
포근한 사랑 엮어갈 그런 집을 지어요

비둘기처럼 다정한 사람들이라면
장미꽃 넝쿨 우거진 그런 집을 지어요
메아리 소리 해맑은 오솔길을 따라
산새들 노래 즐거운 옹달샘터에
비둘기처럼 다정한 사람들이라면
포근한 사랑 엮어갈 그런 집을 지어요
포근한 사랑 엮어갈 그런 집을 지어요
그런 집을 지어요"
가요,비의 나그네,님이 오시나 보다 밤비내리는 소리,Am Em G Dm,"님이 오시나 보다 밤비 내리는 소리
님 발자욱 소리 밤비 내리는 소리
님이 가시나 보다 밤비 그치는 소리
님 발자욱 소리 밤비 그치는 소리

밤비 따라 왔다가 밤비 따라 돌아가는
내 님은 비의 나그네
내려라 밤비야 내 님 오시게
내려라 주룩주룩 끝없이 내려라

님이 오시나 보다 밤비 내리는 소리
님 발자욱 소리 밤비 내리는 소리

밤비 따라 왔다가 밤비 따라 돌아가는
내 님은 비의 나그네
내려라 밤비야 내 님 오시게
내려라 주룩주룩 끝없이 내려라

님이 가시나 보다 밤비 그치는 소리
님 발자욱 소리 밤비 그치는 소리"
가요,사랑을 미워해,사랑은 괴롭고 쓰지만 사랑은 무섭다고 말들 하지만,Am Dm G E,"사랑은 괴롭고 쓰지만
사랑은 무섭다고 말들 하지만
그러나 사랑을 못하는 이 마음
사랑을 미워해 미워해

아~ 그대는 날 버리고
그리울 땐 떠오르는 그대의 모습
그러나 지금은 멀리 사라져
사랑을 미워해 미워해

그러나 지금은 멀리 사라져
사랑을 미워해 미워해
오 예~
사랑을 미워해 미워해"
가요,사랑의진실,꿈속에서 만나던 아름다운 그녀가,C G Am Em,"꿈속에서 만나던 아름다운 그녀가
나에게 가르쳐준 사랑의 진실
어느 날 꿈속에서 나의 가슴 울리고
떠나며 가르쳐준 사랑의 진실

아 정말 나에게는 꿈이 되어 버렸네
다시 한번 그려볼까 그대 모습 눈을 감고
생각하다 잠이 들면 나는 어떡해

꿈속에서 만나던 아름다운 그녀가
나에게 가르쳐준 사랑의 진실"
가요,산사람,어려서도 산이 좋았네,G D Em Am,"어려서도 산이 좋았네
할아버지 잠들어 계신
뒷산에 올라가 하늘을 보면
나도 몰래 신바람 났네

젊어서도 산이 좋아라
시냇물에 발을 적시고
앞산에 훨훨 단풍이 타면
산이 좋아 떠날 수 없네

보면 볼수록 정 깊은 산이 좋아서
하루 또 하루 지나도 산에서 사네

늙어서도 산이 좋아라
말없이 정다운 친구
온산에 하얗게 눈이 내린 날
나는 나는 산이 될테야
나는 나는 산이 될테야

보면 볼수록 정 깊은 산이 좋아서
하루 또 하루 지나도 산에서 사네

늙어서도 산이 좋아라
말없이 정다운 친구
온산에 하얗게 눈이 내린 날
나는 나는 산이 될테야
나는 나는 산이 될테야"
